Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
5223,Macon County,"Decatur Package, Inc.",120707309.0,0.0,-417623.47,-378137.04,-39486.43,-123909.0,-84402.62,-39506.38,-12697.35,-10721.98,-1975.37
5224,Macon County,"DJ Sterling Enterprises, LLC - Emily's Harristown Series",220700259.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5225,Macon County,MACON COUNTY CHAPTER #17 DISABLED AMERICAN VETERANS,140700066.0,5.0,17829713.11,16598577.32,1231135.79,6329154.0,5098018.21,1231135.79,416773.29,355216.5,61556.79
5226,Macon County,"T & J's Grill, Inc.",160702671.0,6.0,6021335.24,5503547.73,517787.51,2097914.0,1580126.49,517787.51,174236.14,148346.72,25889.42
5227,Macoupin County,Darr's Truck Stop L.L.C.,170702267.0,5.0,4890966.03,4448847.99,442118.04,1441223.0,999104.96,442118.04,149799.27,127693.26,22106.01
5228,Macoupin County,"Favco, Inc.",120700509.0,4.0,2379415.64,2181007.13,198408.51,747616.0,549206.01,198409.99,67384.26,57463.74,9920.52
5229,Macoupin County,Full Throttle Thursday's Inc.,120700357.0,4.0,780415.92,720207.82,60208.1,282292.0,222083.9,60208.1,20246.38,17235.99,3010.39
5230,Macoupin County,"Lankel, Inc.",190704239.0,3.0,1122935.15,1039344.57,83590.58,332089.0,248498.2,83590.8,28421.25,24241.67,4179.58
5231,Macoupin County,Staunton Country Club,210702218.0,5.0,1688822.79,1559166.37,129656.42,555865.0,426207.33,129657.67,44083.74,37600.84,6482.9
5232,Macoupin County,"The Topp Hat, LLC",210703734.0,6.0,3029443.55,2771449.17,257994.38,1124897.0,866902.62,257994.38,87718.34,74818.62,12899.72
5233,Macoupin County,"TRIPLE L AG SUPPLY, INC.",141003554.0,5.0,12635088.42,11625874.24,1009214.18,3589977.0,2580762.82,1009214.18,342069.47,291608.71,50460.76
5234,Macoupin County,"WILD PICKINS, INC.",150700374.0,6.0,4039779.05,3669291.98,370487.07,1306454.0,935966.93,370487.07,125730.83,107206.42,18524.41
5235,Madison,Amvets Post #204 ,120902094.0,6.0,7320074.52,6690020.12,630054.4,2652107.0,2022052.6,630054.4,213062.95,181560.12,31502.83
5236,Madison,Ashapura LLC,150702906.0,6.0,20493320.75,18680749.71,1812571.04,6123646.0,4311074.96,1812571.04,614184.59,523556.05,90628.54
5237,Madison,Club 520 Corp.,180703245.0,5.0,2766458.32,2526716.07,239742.25,864415.0,624672.46,239742.54,81093.22,69106.07,11987.15
5238,Madison,ENTERTAINMENT PLAZA INC.,220701791.0,6.0,3082945.48,2805566.67,277378.81,1009949.0,732570.19,277378.81,94308.84,80439.89,13868.95
5239,Madison,GA Gaming LLC,170701296.0,6.0,13782553.06,12525685.65,1256867.41,4682163.0,3425269.67,1256893.33,425237.87,362393.15,62844.72
5240,Madison,I & I MADISON MART CORP.,180703409.0,6.0,5763034.33,5237008.03,526026.3,2010725.0,1484674.61,526050.39,178504.81,152202.26,26302.55
5241,Madison,"Jack's Forever, Inc.",170703380.0,6.0,21273874.43,19473578.47,1800295.96,6775785.0,4975469.02,1800315.98,610399.91,520384.07,90015.84
5242,Madison,Keywoods Inc,190701957.0,6.0,3851147.92,3568311.08,282836.84,1264062.0,981225.16,282836.84,95998.25,81856.41,14141.84
5243,Madison,KRISTY FOOD MART INC.,220701649.0,6.0,382302.15,348633.46,33668.69,129454.0,95785.31,33668.69,11447.34,9763.9,1683.44
5244,Madison,Mac's Convenience Stores LLC,170704039.0,6.0,22696122.48,20596345.58,2099776.9,7361331.0,5261439.95,2099891.05,711052.69,606058.16,104994.53
5245,Madison,MADISON GAS& MARKET INC.,180701866.0,6.0,12022441.89,11095740.15,926701.74,3746856.0,2820153.29,926702.71,313323.46,266988.28,46335.18
5246,Madison,McGee's Bar and Grill Incorporated,120709145.0,5.0,1143695.53,1049477.58,94217.95,357894.0,263676.07,94217.93,31137.82,26426.94,4710.88
5247,Madison,"Perigen's Tavern, Inc.",120707634.0,6.0,10450042.75,9553757.06,896285.69,3987587.0,3091300.66,896286.34,303802.15,258987.85,44814.3
5248,Madison,Pilot Travel Centers LLC,121009172.0,6.0,53624117.15,48103564.61,5520552.54,15911873.0,10391147.19,5520725.81,1870303.61,1594267.23,276036.38
5249,Madison,Singh Lobana Entertainment Inc,210700924.0,6.0,4063228.33,3679214.51,384013.82,1272331.0,888306.91,384024.09,130568.49,111367.25,19201.24
5250,Madison,Singh Petroleum Inc.,140704305.0,6.0,18910095.72,17258357.07,1651738.65,5886937.0,4235109.6,1651827.4,559508.18,476916.75,82591.43
5251,Madison,Slo-Jo's Bar & Grill LLC,210700713.0,6.0,1616853.79,1496608.42,120245.37,420363.0,300117.63,120245.37,40883.49,34871.23,6012.26
5252,Madison,St. Stanislaus Lodge No. 1004,120708107.0,4.0,3549637.37,3263940.47,285696.9,1107197.0,821500.1,285696.9,96791.1,82506.22,14284.88
5253,Madison County,"308 MacArthur, Inc.",120702279.0,6.0,15152306.19,13874620.27,1277685.92,4177437.0,2899750.94,1277686.06,432646.06,368761.69,63884.37
5254,Madison County,3rd Chute II LLC,190702869.0,6.0,10510276.14,9641105.23,869170.91,3557423.0,2688251.89,869171.11,295076.0,251617.4,43458.6
5255,Madison County,"ARLINGTON GREENS, LLC",180701370.0,5.0,6133425.61,5622313.44,511112.17,1740989.0,1229877.05,511111.95,173413.94,147858.36,25555.58
5256,Madison County,"C.C. Food Marts, Inc.",141001282.0,6.0,23484395.42,21466570.66,2017824.76,6934982.0,4916951.05,2018030.95,683682.01,582780.43,100901.58
5257,Madison County,"Casa Romero, Incorporated",170703002.0,6.0,5960776.61,5480462.29,480314.32,2149156.0,1668841.68,480314.32,162990.31,138974.62,24015.69
5258,Madison County,"CLOVERLEAF GOLF COURSE, INC.",140702622.0,3.0,540504.53,498874.45,41630.08,164354.0,122722.92,41631.08,14096.16,12014.62,2081.54
5259,Madison County,Collinsville Express LLC,220700321.0,6.0,4227122.71,3826764.49,400358.22,1164067.0,763694.3,400372.7,136126.81,116108.15,20018.66
5260,Madison County,COLLINSVILLE RECREATION CLUB,170702728.0,5.0,2406105.58,2196131.25,209974.33,752819.0,542844.67,209974.33,71191.18,60692.4,10498.78
5261,Madison County,COTTAGE HILLS BAR & GRILL LLC,180704072.0,6.0,37344149.75,34135631.41,3208518.34,10837501.0,7627493.51,3210007.49,1087919.25,927418.86,160500.39
5262,Madison County,"Cottage Hills Memorial Post 7678, Veterans of Foreign Wars of The U.S.",120906177.0,6.0,11815312.27,10982117.93,833194.34,3636443.0,2803248.66,833194.34,282133.21,240473.48,41659.73
5263,Madison County,"CURLY'S CORNER MARKET, INC.",170703714.0,5.0,18721356.25,17103879.8,1617476.45,5368775.0,3751259.85,1617515.15,548187.1,467311.28,80875.82
5264,Madison County,"CURLY'S CORNER MARKET, INC.",170704063.0,5.0,12024645.04,10996032.1,1028612.94,3387203.0,2358589.65,1028613.35,347964.84,296534.16,51430.68
5265,Madison County,"DECAMP STATION, INC.",170702787.0,5.0,159428.75,150003.94,9424.81,59502.0,50077.19,9424.81,3121.92,2650.69,471.23
5266,Madison County,"DEI HOLDINGS, LLC",160703031.0,6.0,13139573.17,12038926.04,1100647.13,4521668.0,3421021.12,1100646.88,372738.24,317705.86,55032.38
5267,Madison County,"Fox Creek Country Club, Inc.",210700423.0,5.0,874183.17,811305.16,62878.01,242983.0,180105.2,62877.8,20927.13,17783.24,3143.89
5268,Madison County,Historical Hard Dog Cafe LLC,220700713.0,6.0,785734.32,729361.51,56372.81,286182.0,229809.19,56372.81,19166.74,16348.1,2818.64
5269,Madison County,"Inn Between Tavern, Inc.",120702304.0,6.0,21553020.03,19961067.48,1591952.55,6686601.0,5094646.45,1591954.55,538613.95,459016.12,79597.83
5270,Madison County,"JBL, LLC",170703924.0,6.0,22676142.62,20708420.84,1967721.78,6675550.0,4707821.93,1967728.07,665987.4,567600.97,98386.43
5271,Madison County,Jeffrey D. Mettler,120706665.0,5.0,-6219385.25,-5721152.23,-498233.02,-1944731.49,-1446498.3,-498233.19,-149702.27,-124790.35,-24911.92
5272,Madison County,"LINDA LU'S SUNSET INN AGAIN, LLC",140700171.0,6.0,19579103.66,18139727.55,1439376.11,5820726.0,4381348.94,1439377.06,487615.7,415646.79,71968.91
5273,Madison County,"LUNA PROPERTIES II, INC.",190700026.0,6.0,7819934.65,7193822.54,626112.11,2215041.0,1588928.45,626112.55,212424.12,181118.37,31305.75
5274,Madison County,MAHEDI LLC,170703203.0,5.0,4862923.43,4477548.13,385375.3,1347205.0,961829.7,385375.3,130221.44,110952.61,19268.83
5275,Madison County,Midwest Petroleum Company,151003378.0,6.0,25402720.63,23294953.86,2107766.77,7154639.0,5046776.98,2107862.02,714307.42,608914.33,105393.09
5276,Madison County,"Mike Schlemer, Inc.",120708464.0,6.0,10174967.9,9386948.31,788019.59,2238576.0,1450556.41,788019.59,266954.42,227553.44,39400.98
5277,Madison County,"North American Outfitters, Inc.",220701455.0,4.0,283405.95,265395.34,18010.61,83775.0,65764.39,18010.61,6123.61,5223.06,900.55
5278,Madison County,Old Time Pub LLC,200702562.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5279,Madison County,"OVERSEA VETERANS OF HIGHLAND, INC",190700836.0,4.0,656252.09,596482.27,59769.82,256935.0,197165.18,59769.82,20206.36,17217.88,2988.48
5280,Madison County,"PADDY MCD'S, INC.",160701424.0,6.0,12929626.86,11840071.5,1089555.36,3835803.0,2746246.7,1089556.3,369454.89,314977.03,54477.86
5281,Madison County,"Quad-City Post No. 51 American Veterans of WWII, Amvets, Dept. of Illinois",120902330.0,4.0,2990543.62,2745362.18,245181.44,1009347.0,764165.56,245181.44,82891.59,70632.47,12259.12
5282,Madison County,Quick Stop Gas LLC,180700113.0,6.0,36293558.26,33106253.29,3187304.97,11036951.0,7849605.18,3187345.82,1079881.35,920514.04,159367.31
5283,Madison County,Richard E. Tite,120700673.0,6.0,2695782.7,2497441.0,198341.7,818557.0,620213.7,198343.3,66250.29,56333.12,9917.17
5284,Madison County,Route 66 Kick Stand LLC,160702980.0,6.0,14926257.91,13570657.23,1355600.68,4863106.0,3507500.22,1355605.78,458913.23,391132.87,67780.36
5285,Madison County,Sherry Tite,210701398.0,6.0,7253145.8,6596315.12,656830.68,2640200.0,1983369.32,656830.68,223322.86,190481.26,32841.6
5286,Madison County,"Shotzy's 4, INC.",150702559.0,6.0,23659460.24,21661313.32,1998146.92,6432467.0,4434318.93,1998148.07,677406.5,577499.13,99907.37
5287,Madison County,"Slotzy's, Inc.",170701602.0,6.0,15943753.93,14647547.04,1296206.89,5173540.0,3877242.96,1296297.04,439040.1,374225.21,64814.89
5288,Madison County,Steffi's Bar & Grill Corporation,140702040.0,6.0,14792825.24,13590751.98,1202073.26,4089900.0,2887826.74,1202073.26,406426.59,346322.95,60103.64
5289,Madison County,Steffi's Bar & Grill Corporation,170703607.0,6.0,19049362.69,17406201.39,1643161.3,5702347.0,4059123.36,1643223.64,557523.47,475362.3,82161.17
5290,Madison County,WIGGLERS LLC,140703592.0,6.0,19635653.52,17968143.04,1667510.48,6098929.0,4431418.2,1667510.8,564947.45,481571.77,83375.68
5291,Madison County,"WOODLANDS GOLF CLUB, INC.",170704231.0,4.0,62591.56,57160.73,5430.83,20738.0,15307.12,5430.88,1792.12,1520.6,271.52
5292,Maeystown,Hank & Lilly's Creekside LLC,190702050.0,5.0,875988.84,811632.36,64356.48,307268.0,242911.34,64356.66,21732.92,18515.1,3217.82
5293,Magnolia,JDs Bar & Grill 1 Inc.,150703481.0,5.0,1776424.92,1626480.14,149944.78,619253.0,469308.63,149944.37,50494.03,43022.25,7471.78
5294,Mahomet,"Champaign County Brewing Company, LLC",200702206.0,5.0,158889.42,148280.86,10608.56,55719.0,45110.44,10608.56,3606.99,3076.54,530.45
5295,Mahomet,"J.T. Walker's, LLC",160701023.0,5.0,1298155.8,1201925.01,96230.79,477857.0,381626.21,96230.79,32169.28,27357.76,4811.52
5296,Mahomet,"Lake-of-the-Woods Bar & Liquors, Inc. ",120703192.0,5.0,13212363.51,12253783.82,958579.69,4211599.0,3253014.16,958584.84,324937.69,277008.33,47929.36
5297,Mahomet,Mac's Convenience Stores LLC,151000673.0,6.0,32944440.87,30057848.25,2886592.62,10278781.0,7392007.87,2886773.13,978049.31,833710.6,144338.71
5298,Mahomet,"MFIVE, Inc.",150704357.0,5.0,8149489.25,7541432.38,608056.87,2409208.0,1801150.93,608057.07,205778.2,175375.3,30402.9
5299,Mahomet,"The Pool Hall, LLC",200702385.0,3.0,1988552.92,1872926.67,115626.25,619984.0,504357.75,115626.25,39312.89,33531.6,5781.29
5300,Malta,"HICKEY'S CORNER STORE, LLC",140704221.0,6.0,11163774.89,10232197.61,931577.28,3467516.0,2535917.37,931598.63,315459.56,268879.48,46580.08
5301,Malta,OLD SCHOOL PIZZA LLC,210703503.0,6.0,743262.72,667067.82,76194.9,267272.0,191076.8,76195.2,25906.47,22096.69,3809.78
5302,Malta,SKIKAT INC.,180700609.0,3.0,718177.36,664693.2,53484.16,286508.0,233023.69,53484.31,18061.71,15387.48,2674.23
5303,Manhattan,Emmy's Cafe Ltd.,160700226.0,6.0,20735964.8,19085479.89,1650484.91,6595526.0,4945003.49,1650522.51,558117.53,475591.38,82526.15
5304,Manhattan,"FRITZ'S, LTD.",120701261.0,6.0,15336224.48,14051478.5,1284745.98,4909925.0,3625175.58,1284749.42,435076.82,370839.28,64237.54
5305,Manhattan,"ME LADS, LTD.",120701983.0,6.0,21182128.65,19550224.03,1631904.62,7226461.0,5594489.88,1631971.12,552482.51,470883.89,81598.62
5306,Manhattan,Mia Entertainment Group Inc.,170701753.0,6.0,23753283.76,21737818.62,2015465.14,8087313.0,6071797.06,2015515.94,682244.5,581468.66,100775.84
5307,Manhattan,"PRESTIGE WORLDWIDE JDK, LLC",190702438.0,6.0,8146979.64,7476012.31,670967.33,2878881.0,2207914.46,670966.54,227515.19,193966.84,33548.35
5308,Manhattan,"ROADHOUSE RESTAURANT & PUB, INC.",190700819.0,6.0,9933876.41,9190375.75,743500.66,3233588.0,2490086.97,743501.03,252077.42,214902.33,37175.09
5309,Manhattan,T&A Manhattan Inc.,200700351.0,6.0,16499969.7,15045214.9,1454754.8,5774774.0,4319879.7,1454894.3,494664.49,421919.73,72744.76
5310,Manito,Bruce Ferguson & Loretta Ferguson,170702162.0,4.0,2450453.82,2248853.87,201599.95,969116.0,767476.05,201639.95,68380.46,58298.44,10082.02
5311,Manito,"LRW Ventures, Inc.",200702257.0,6.0,2377782.66,2162811.58,214971.08,860826.0,645791.72,215034.28,73112.18,62360.39,10751.79
5312,Manito,"Manito Tap, Inc.",120711025.0,5.0,810585.91,753734.68,56851.23,258054.0,201200.61,56853.39,18761.62,15918.95,2842.67
5313,Manito,"Prairieland Vending, Inc.",150701918.0,6.0,16277537.48,15015915.74,1261621.74,5350978.0,4089342.08,1261635.92,427315.02,364233.15,63081.87
5314,Manlius,BEER HERE BAR AND GRILL L.L.C.,210703195.0,6.0,1864517.02,1716007.59,148509.43,829782.0,681272.57,148509.43,50493.35,43067.87,7425.48
5315,Manlius,"Kepner Enterprises, LTD.",170701539.0,6.0,5734554.48,5267721.65,466832.83,2287178.0,1820345.04,466832.96,158106.87,134765.14,23341.73
5316,Mansfield,"Kelso M. Garver Post #650, American Legion",140904133.0,6.0,7126624.19,6654583.65,472040.54,2042380.0,1570339.26,472040.74,160494.14,136892.04,23602.1
5317,Mansfield,My Place Pub Inc.,180700765.0,6.0,8698329.48,8011748.24,686581.24,2844019.0,2157437.76,686581.24,232366.41,198037.31,34329.1
5318,Mansfield,Sunrise Petro Inc.,190700878.0,6.0,8305923.36,7622012.14,683911.22,2872935.0,2189023.83,683911.17,231840.35,197644.75,34195.6
5319,Manteno,"Anthony's Pizzeria & Pub, Inc",120700756.0,6.0,10264622.81,9381775.28,882847.53,3880029.0,2996839.27,883189.73,299041.77,254882.19,44159.58
5320,Manteno,Chalk It Up Billiards & Arcade Inc.,120707141.0,5.0,6093309.53,5556079.14,537230.39,2210765.0,1673534.61,537230.39,181965.96,155104.39,26861.57
5321,Manteno,"Foreplay Bar & Grill, Inc.",120702198.0,5.0,785616.89,713797.82,71819.07,260195.0,188365.2,71829.8,23703.93,20112.44,3591.49
5322,Manteno,"I & L TAP, LIMITED",120700555.0,6.0,18482343.84,16921003.98,1561339.86,6570661.0,5008972.78,1561688.22,529376.4,451291.9,78084.5
5323,Manteno,MANTENO AMERICAN LEGION POST NO. 755,120902941.0,6.0,19201931.56,17683307.84,1518623.72,6387576.0,4868832.7,1518743.3,514612.94,438675.74,75937.2
5324,Manteno,Manteno Sportsmen's Club,120710042.0,5.0,13989864.27,12712183.62,1277680.65,4359704.0,3082016.51,1277687.49,433270.77,369386.32,63884.45
5325,Manteno,"MINIT MART, LLC",181004513.0,10.0,27231188.84,24659876.83,2571312.01,9322574.0,6751127.58,2571446.42,874292.36,745719.99,128572.37
5326,Manteno,Ryleighs LLC,150704105.0,6.0,31092906.4,28571345.38,2521561.02,10193276.0,7671693.69,2521582.31,854602.09,728522.83,126079.26
5327,Manteno,SAMMY'S PIZZA OF MANTENO INC.,170704233.0,5.0,2202886.93,2011488.05,191398.88,853425.0,662026.38,191398.62,64662.93,55092.96,9569.97
5328,Manteno,"Steam Hollow Brewing Co., Inc.",190703435.0,4.0,2137412.73,2021028.55,116384.18,657151.0,539611.7,117539.3,39951.17,34074.16,5877.01
5329,Manteno,T & G OF MANTENO INC.,160701234.0,6.0,27359064.68,25089394.94,2269669.74,9004777.0,6735059.76,2269717.24,769074.39,655588.5,113485.89
5330,Manteno,TA Operating LLC,151001938.0,6.0,9947624.91,9012448.13,935176.78,3214264.0,2279087.54,935176.46,312220.39,265461.56,46758.83
5331,Manteno,THE BACK FORTY SALOON INCORPORATED,200700091.0,6.0,11119383.63,10133337.69,986045.94,3737555.0,2751486.96,986068.04,335263.67,285960.19,49303.48
5332,Manteno,"THE PUB AT MIDTOWN, INC.",120703719.0,6.0,11880637.93,10914163.63,966474.3,4265546.0,3299005.9,966540.1,327490.74,279163.7,48327.04
5333,Manteno,"Winnie's Cafe of Illinois, LLC",140701624.0,6.0,25994678.3,23841176.09,2153502.21,8351072.0,6197569.79,2153502.21,729933.9,622258.8,107675.1
5334,Maple Park,"Bootleggers Pizza, Inc.",130704380.0,5.0,5638190.75,5140657.17,497533.58,2102372.0,1604838.25,497533.75,168287.7,143410.89,24876.81
5335,Maple Park,HD Rockers LLC,130704887.0,4.0,11415264.36,10455689.45,959574.91,3960237.0,3000661.09,959575.91,325009.51,277030.6,47978.91
5336,Maple Park,"Lodi Tap House, LLC",160703778.0,3.0,189601.58,169978.17,19623.41,76342.0,56718.59,19623.41,6475.61,5494.46,981.15
5337,Maple Park,"Robinson Brothers, LTD.",120702053.0,6.0,12729899.9,11681868.42,1048031.48,4888246.0,3840135.72,1048110.28,355156.84,302751.27,52405.57
5338,Mapleton,William Scott,180704407.0,5.0,5141691.3,4684107.32,457583.98,1866783.0,1409199.02,457583.98,154979.63,132100.35,22879.28
5339,Mapleton,YMC MAPLETON CORPORATION,200700090.0,6.0,18309636.96,16668020.59,1641616.37,6309778.0,4668161.63,1641616.37,558150.12,476069.23,82080.89
5340,Maquon,BR'S PLACE LLC,220701040.0,4.0,499017.46,450531.25,48486.21,184132.0,135645.53,48486.47,16485.41,14061.07,2424.34
5341,Maquon,BR'S Place LLC-Burton Cecil Jr.(SEE NOTE BELOW),180701759.0,4.0,2539479.94,2344664.75,194815.19,918522.0,723690.29,194831.71,65747.19,56005.59,9741.6
5342,Marengo,DOZER INC.,150701075.0,5.0,4974116.69,4529408.89,444707.8,1858226.0,1413518.2,444707.8,150389.12,128153.62,22235.5
5343,Marengo,"FIRE & ICE SMOKEHOUSE & CREAMERY, LLC",150703215.0,5.0,2315197.99,2104251.23,210946.76,820028.0,609081.24,210946.76,71548.05,61000.72,10547.33
5344,Marengo,GLO-BOWL FAMILY FUN CENTER LLC,120702996.0,5.0,6103887.5,5597983.84,505903.66,2236417.0,1730513.43,505903.57,170931.1,145635.9,25295.2
5345,Marengo,GSYA Inc,120700182.0,6.0,9451730.7,8610479.58,841251.12,3070072.0,2228820.63,841251.37,285219.82,243157.25,42062.57
5346,Marengo,Istrev Ljumani,190702011.0,4.0,4034882.88,3683734.16,351148.72,1869268.0,1518091.82,351176.18,119316.14,101757.35,17558.79
5347,Marengo,Krishna Liquors Inc.,190701416.0,6.0,7919475.87,7251035.49,668440.38,2546564.0,1878123.26,668440.74,226825.83,193403.65,33422.18
5348,Marengo,"LA PLACITA TAQUERIA #2, LLC",160703331.0,5.0,2391699.63,2203569.42,188130.21,851422.0,663291.65,188130.35,63606.54,54199.97,9406.57
5349,Marengo,"Miss Kitty's Saloon, INC.",150701539.0,6.0,15008580.52,13747810.1,1260770.42,4881729.0,3620944.38,1260784.62,426652.7,363613.34,63039.36
5350,Marengo,NGK MARENGO INC.,140703900.0,6.0,12487872.39,11300326.04,1187546.35,4365821.0,3178274.35,1187546.65,402781.03,343403.64,59377.39
5351,Marengo,"NORTHSIDE TAP, INC.",120700484.0,6.0,15697221.04,14464884.68,1232336.36,4810890.0,3578553.94,1232336.06,417090.54,355473.6,61616.94
5352,Marengo,NUCK ENTERTAINMENT INC.,170700977.0,6.0,17709928.23,16278723.72,1431204.51,5437421.0,4006216.09,1431204.91,484794.93,413234.63,71560.3
5353,Marengo,"REG VENTURES, INC.",180701868.0,6.0,10209529.69,9358193.48,851336.21,3686702.0,2835365.73,851336.27,288139.44,245572.52,42566.92
5354,Marengo,"SAM'S TAVERN, L.L.C.",130700965.0,6.0,22256163.53,20509915.59,1746247.94,6712161.0,4965912.91,1746248.09,591374.82,504062.35,87312.47
5355,Marietta,GARY A BROOKS,130700586.0,6.0,11138765.25,10239687.06,899078.19,3040041.0,2140962.51,899078.49,304642.67,259688.75,44953.92
5356,Marietta,"LORRI'S MARIETTA TAP, INC.",120711752.0,5.0,4403313.87,4054969.38,348344.49,1391901.0,1043556.26,348344.74,117890.79,100473.48,17417.31
5357,Marine,"PHYL'S CHET & ROSES, INC.",120703185.0,5.0,9619751.18,8874384.63,745366.55,3125995.0,2380628.35,745366.65,252452.38,215184.03,37268.35
5358,Marine,"Stop-N-Go Mart, Inc.",130706370.0,6.0,13939784.54,12769802.88,1169981.66,4337530.0,3167548.34,1169981.66,396291.8,337792.52,58499.28
5359,Marion,"20'S HIDEOUT RESTAURANT, LLC",140701334.0,5.0,913829.23,850911.51,62917.72,317051.0,254133.53,62917.47,20989.29,17843.46,3145.83
5360,Marion,Benevolent & Protective Order of Elks Lodge 800,120806653.0,6.0,8808191.34,8138516.08,669675.26,3061785.0,2392109.74,669675.26,226819.21,193335.38,33483.83
5361,Marion,CABANESS AND ZIMBRO INC.,130702606.0,4.0,870795.99,794512.09,76283.9,265525.0,189220.47,76304.53,25801.59,21986.34,3815.25
5362,Marion,Casey's Retail Company,190702878.0,6.0,5781627.09,5319485.75,462141.34,1808603.0,1346461.66,462141.34,157010.66,133903.49,23107.17
5363,Marion,"DB GROUP, LLC",200702836.0,3.0,2992443.69,2731164.62,261279.07,886916.0,625630.93,261285.07,88836.98,75772.72,13064.26
